,Time [s],Fz [N]
0,0.0011020999999999948,-0.030189999999965522
1,0.10912159999999993,0.01981000000003519
2,0.11046029999999996,-0.00018999999996438532
3,0.11175019999999991,0.029810000000034975
4,0.11297839999999981,0.029810000000034975
5,0.11420330000000001,0.01981000000003519
6,0.11541299999999999,-0.00018999999996438532
7,0.11664639999999982,0.01981000000003519
8,0.11795509999999987,-0.00018999999996438532
9,0.11917719999999998,-0.00018999999996438532
10,0.12042719999999996,0.01981000000003519
11,0.12162969999999995,0.029810000000034975
12,0.12287769999999987,0.01981000000003519
13,0.1241007999999999,-0.00018999999996438532
14,0.12533529999999993,0.009810000000035402
15,0.12679669999999987,0.029810000000034975
16,0.1281002,-0.020189999999965735
17,0.12935259999999982,-0.00018999999996438532
18,0.13056259999999997,0.01981000000003519
19,0.13177479999999986,0.01981000000003519
20,0.13296469999999982,0.009810000000035402
21,0.1341965999999999,0.01981000000003519
22,0.13546579999999997,-0.00018999999996438532
23,0.1367121,0.009810000000035402
24,0.13795389999999985,0.01981000000003519
25,0.1391697999999999,-0.010189999999964172
26,0.14036709999999997,0.009810000000035402
27,0.14159679999999986,0.029810000000034975
28,0.1428459999999998,0.01981000000003519
29,0.14409389999999989,-0.00018999999996438532
30,0.14536059999999984,0.01981000000003519
31,0.14657739999999997,0.009810000000035402
32,0.14779379999999986,-0.00018999999996438532
33,0.1489980999999998,-0.010189999999964172
34,0.1502196,0.009810000000035402
35,0.1514515999999999,-0.00018999999996438532
36,0.15267769999999992,0.009810000000035402
37,0.1539531999999999,0.009810000000035402
38,0.15517049999999988,-0.020189999999965735
39,0.1563642999999999,-0.030189999999965522
40,0.15763899999999986,0.009810000000035402
41,0.15896,-0.00018999999996438532
42,0.1602269999999999,0.01981000000003519
43,0.16147159999999983,0.029810000000034975
44,0.1627044999999998,0.01981000000003519
45,0.1639278999999998,-0.00018999999996438532
46,0.16515559999999985,-0.010189999999964172
47,0.16634989999999994,-0.010189999999964172
48,0.16763969999999984,0.01981000000003519
49,0.16886699999999988,-0.010189999999964172
50,0.17011359999999986,0.009810000000035402
51,0.17132729999999996,-0.00018999999996438532
52,0.17254939999999985,-0.00018999999996438532
53,0.173767,0.01981000000003519
54,0.17499089999999984,0.01981000000003519
55,0.17623319999999998,0.029810000000034975
56,0.17746739999999983,0.03981000000003476
57,0.17871729999999997,0.029810000000034975
58,0.17995079999999986,0.04981000000003544
59,0.18117099999999997,0.01981000000003519
60,0.18237989999999993,0.029810000000034975
61,0.1835905,0.03981000000003476
62,0.18482339999999997,0.03981000000003476
63,0.18610029999999989,0.029810000000034975
64,0.18733199999999983,0.03981000000003476
65,0.18854989999999994,0.04981000000003544
66,0.18976519999999986,0.029810000000034975
67,0.19097609999999987,0.04981000000003544
68,0.19219889999999995,0.04981000000003544
69,0.19346249999999987,0.06981000000003501
70,0.19469669999999994,0.029810000000034975
71,0.1959424999999999,0.06981000000003501
72,0.1971912,0.06981000000003501
73,0.19840049999999998,0.059810000000035224
74,0.19961929999999994,0.059810000000035224
75,0.20086579999999987,0.059810000000035224
76,0.20209179999999982,0.059810000000035224
77,0.20334659999999993,0.06981000000003501
78,0.20455809999999985,0.06981000000003501
79,0.20580719999999997,0.059810000000035224
80,0.20702239999999983,0.0798100000000348
81,0.20825949999999982,0.0798100000000348
82,0.2095193999999998,0.06981000000003501
83,0.2107279999999998,0.08981000000003458
84,0.2119728999999999,0.06981000000003501
85,0.21320059999999996,0.0798100000000348
86,0.21442149999999982,0.06981000000003501
87,0.21562729999999997,0.059810000000035224
88,0.2168315999999999,0.06981000000003501
89,0.2180879,0.04981000000003544
90,0.21930139999999998,0.04981000000003544
91,0.22051399999999988,0.03981000000003476
92,0.22172859999999983,0.0798100000000348
93,0.22294329999999984,0.0798100000000348
94,0.2241620999999998,0.08981000000003458
95,0.22537359999999995,0.059810000000035224
96,0.22663239999999996,0.0798100000000348
97,0.22786509999999982,0.08981000000003458
98,0.22911819999999983,0.06981000000003501
99,0.23033759999999992,0.0798100000000348
100,0.23155119999999996,0.059810000000035224
101,0.2327516999999999,0.06981000000003501
102,0.23398049999999992,0.059810000000035224
103,0.23520549999999996,0.059810000000035224
104,0.23644999999999983,0.06981000000003501
105,0.2376589,0.06981000000003501
106,0.2388756999999999,0.06981000000003501
107,0.2400871,0.059810000000035224
108,0.24128189999999994,0.0798100000000348
109,0.24252189999999985,0.06981000000003501
110,0.2437596999999998,0.09981000000003526
111,0.2450146999999998,0.059810000000035224
112,0.24623699999999982,0.0798100000000348
113,0.24744889999999997,0.06981000000003501
114,0.24865819999999994,0.06981000000003501
115,0.2499117999999998,0.06981000000003501
116,0.2511874999999999,0.0798100000000348
117,0.25240589999999985,0.06981000000003501
118,0.2536497,0.08981000000003458
119,0.2548786999999999,0.06981000000003501
120,0.25611739999999994,0.06981000000003501
121,0.2573426999999999,0.059810000000035224
122,0.2585557999999999,0.0798100000000348
123,0.25979129999999984,0.09981000000003526
124,0.2610382,0.09981000000003526
125,0.2624523999999999,0.10981000000003505
126,0.26376699999999986,0.10981000000003505
127,0.265104,0.10981000000003505
128,0.26640209999999986,0.10981000000003505
129,0.26776769999999983,0.09981000000003526
130,0.2691117999999999,0.11981000000003483
131,0.2704103,0.10981000000003505
132,0.27176049999999985,0.10981000000003505
133,0.2730975,0.08981000000003458
134,0.2743882999999998,0.10981000000003505
135,0.2757562,0.10981000000003505
136,0.2770371999999999,0.10981000000003505
137,0.2782859999999998,0.11981000000003483
138,0.27955189999999996,0.10981000000003505
139,0.2807569999999999,0.09981000000003526
140,0.2819782999999998,0.08981000000003458
141,0.2832758999999998,0.10981000000003505
142,0.2846373999999998,0.09981000000003526
143,0.2859216,0.14981000000003508
144,0.2871952,0.11981000000003483
145,0.2885065,0.0798100000000348
146,0.2897489999999998,0.11981000000003483
147,0.2910002999999999,0.12981000000003462
148,0.2922126999999999,0.11981000000003483
149,0.29344919999999997,0.1398100000000353
150,0.2946795,0.12981000000003462
151,0.2959015999999999,0.11981000000003483
152,0.2971174999999999,0.11981000000003483
153,0.2983670999999999,0.1398100000000353
154,0.2995717,0.15981000000003487
155,0.3008039,0.12981000000003462
156,0.30201869999999986,0.1398100000000353
157,0.3032668999999999,0.15981000000003487
158,0.3044924,0.1398100000000353
159,0.30570509999999995,0.11981000000003483
160,0.30692319999999995,0.1398100000000353
161,0.30812479999999987,0.1398100000000353
162,0.30938239999999984,0.11981000000003483
163,0.31061209999999995,0.12981000000003462
164,0.31185589999999985,0.12981000000003462
165,0.3130894999999998,0.1398100000000353
166,0.31430499999999983,0.14981000000003508
167,0.31551109999999993,0.1398100000000353
168,0.3167377,0.1398100000000353
169,0.31799599999999995,0.12981000000003462
170,0.3192374,0.1398100000000353
171,0.3204703,0.14981000000003508
172,0.3216838999999998,0.11981000000003483
173,0.3229021999999999,0.11981000000003483
174,0.32410569999999983,0.10981000000003505
175,0.3253321,0.12981000000003462
176,0.3266753,0.15981000000003487
177,0.3279186999999999,0.16981000000003466
178,0.32912739999999996,0.12981000000003462
179,0.3303731999999999,0.11981000000003483
180,0.3315839999999999,0.09981000000003526
181,0.33279039999999993,0.10981000000003505
182,0.33401039999999993,0.11981000000003483
183,0.3352299999999999,0.12981000000003462
184,0.3364841999999999,0.11981000000003483
185,0.33770239999999996,0.1398100000000353
186,0.3389408999999999,0.10981000000003505
187,0.34016139999999995,0.10981000000003505
188,0.34136579999999994,0.10981000000003505
189,0.34261279999999994,0.11981000000003483
190,0.3438458,0.11981000000003483
191,0.34509769999999995,0.10981000000003505
192,0.34631639999999986,0.08981000000003458
193,0.3475256,0.09981000000003526
194,0.34872669999999983,0.08981000000003458
195,0.3499342999999999,0.10981000000003505
196,0.3511952999999999,0.11981000000003483
197,0.35243329999999995,0.059810000000035224
198,0.3536687999999999,0.0798100000000348
199,0.35485729999999993,0.08981000000003458
200,0.35608529999999994,0.09981000000003526
201,0.3573027999999998,0.12981000000003462
